t_ns,phase,tau_cmd,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,tau1,tau2,tau3,tau4,tau5,tau6
1779588165186212301,C,1.439008471929781e-06,0.10559241974565693,0.440468743325809,-0.17603390835614807,-0.18638371082047445,0.17175785168876198,-0.029356438018544623,-0.343,-1.0010000000000001,1.0210000000000001,0.525,-0.745,0.0,0.08505,1.308825,-4.9045499999999995,-0.023961,-1.03415676,0.02779476
1779588165186212301,C,0.007162023064753895,0.10559241974565693,0.440468743325809,-0.17603390835614807,-0.18638371082047445,0.17175785168876198,-0.029356438018544623,-0.343,-1.0010000000000001,1.0210000000000001,0.525,-0.745,0.0,0.08505,1.308825,-4.9045499999999995,-0.023961,-1.03415676,0.02779476
1779588168216006040,C,0.014345795736466159,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.23152499999999998,2.4475499999999997,-5.636925,0.02204412,-1.16546304,0.04983888
1779588168216006040,C,0.022002270232168494,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.23152499999999998,2.4475499999999997,-5.636925,0.02204412,-1.16546304,0.04983888
1779588168216006040,C,0.02904786456732405,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.23152499999999998,2.4475499999999997,-5.636925,0.02204412,-1.16546304,0.04983888
1779588168230989456,C,0.036021062580375705,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.203175,2.4475499999999997,-5.665275,0.0383376,-1.16737992,0.04025448
1779588168230989456,C,0.04368929455723803,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.203175,2.4475499999999997,-5.665275,0.0383376,-1.16737992,0.04025448
1779588168230989456,C,0.05085205897102929,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.203175,2.4475499999999997,-5.665275,0.0383376,-1.16737992,0.04025448
1779588168250989675,C,0.05788009995773657,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.240975,2.4522749999999998,-5.655825,0.02779476,-1.17600588,0.03929604
1779588168250989675,C,0.06551059133471974,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.240975,2.4522749999999998,-5.655825,0.02779476,-1.17600588,0.03929604
1779588168250989675,C,0.07263853299897627,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.240975,2.4522749999999998,-5.655825,0.02779476,-1.17600588,0.03929604
1779588168265997171,C,0.07970472573150814,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.240975,2.4995249999999998,-5.674725,0.01821036,-1.16546304,0.03642072
1779588168265997171,C,0.08745904517503254,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.240975,2.4995249999999998,-5.674725,0.01821036,-1.16546304,0.03642072
1779588168265997171,C,0.09455360566902775,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.240975,2.4995249999999998,-5.674725,0.01821036,-1.16546304,0.03642072
1779588168280993223,C,0.10163936764633451,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.2835,2.461725,-5.608575,0.01725192,-1.17504744,0.043129799999999996
1779588168280993223,C,0.10933419817309632,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.2835,2.461725,-5.608575,0.01725192,-1.17504744,0.043129799999999996
1779588168280993223,C,0.11642407160518324,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.2835,2.461725,-5.608575,0.01725192,-1.17504744,0.043129799999999996
1779588168301000595,C,0.12352171440603138,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,2.4758999999999998,-5.688899999999999,0.02683632,-1.1645046000000001,0.048880440000000004
1779588168301000595,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,2.4758999999999998,-5.688899999999999,0.02683632,-1.1645046000000001,0.048880440000000004
1779588168301000595,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.2457,2.4758999999999998,-5.688899999999999,0.02683632,-1.1645046000000001,0.048880440000000004
1779588168316059350,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.25987499999999997,2.4475499999999997,-5.703075,0.04408824,-1.18079808,0.04696356
1779588168316059350,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.25987499999999997,2.4475499999999997,-5.703075,0.04408824,-1.18079808,0.04696356
1779588168316059350,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.25987499999999997,2.4475499999999997,-5.703075,0.04408824,-1.18079808,0.04696356
1779588168335998058,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.25515,2.461725,-5.684175,0.02012724,-1.1664214800000001,0.043129799999999996
1779588168335998058,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.25515,2.461725,-5.684175,0.02012724,-1.1664214800000001,0.043129799999999996
1779588168335998058,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.25515,2.461725,-5.684175,0.02012724,-1.1664214800000001,0.043129799999999996
1779588168351006984,C,0.12848300602499876,0.05145230634879283,0.037646751965517686,0.005323254218582705,-0.09536479032897018,0.09478883167581204,-0.027349309378751144,0.0,0.0,0.0,0.0,0.0,0.0,0.23152499999999998,2.4286499999999998,-5.703075,0.00191688,-1.1664214800000001,0.047922
