step,time_s,phase,ball_released,gripper_cmd,q1_target,q1_actual,q2_target,q2_actual,q3_target,q3_actual,q4_target,q4_actual,q5_target,q5_actual,q6_target,q6_actual
0,0.0,policy,False,0.027,-0.06103379279375076,-0.0010337932401534842,1.623238444328308,1.563238481835248,-1.3235450983047485,-1.34715751710557,-0.00028280806145630777,2.5446699999792533e-05,-0.01724756695330143,-0.005232701223601794,0.0344453863799572,-0.00614004320259867
1,0.02,policy,False,0.027,-0.12103378772735596,-0.0011421549984451235,1.6832383871078491,1.5633393213374165,-1.3026493787765503,-1.3471386409204216,0.00398468179628253,2.535738924605652e-05,-0.024228330701589584,-0.005305552436596115,0.02996688522398472,-0.0059555021906322
2,0.04,policy,False,0.027,-0.18103379011154175,-0.0017380546733008126,1.7432383298873901,1.5637893926191113,-1.2701234817504883,-1.3471176740633026,-0.0014163320884108543,5.047727102832835e-05,-0.020254066213965416,-0.005520642957415676,0.01569276675581932,-0.005683575674426435
3,0.06,policy,False,0.027,-0.1934935301542282,-0.003413445683630232,1.8032382726669312,1.5649786236213314,-1.2305046319961548,-1.347099840423931,-0.008418820798397064,7.72502493281244e-05,-0.015306825749576092,-0.005881433428161029,-0.010549444705247879,-0.005459417223673769
4,0.08,policy,False,0.027,-0.13349352777004242,-0.006455284092362096,1.8632382154464722,1.567277883342454,-1.1891379356384277,-1.347070703475966,0.007414426654577255,8.067804890367663e-05,-0.01627575047314167,-0.006369585050166044,-0.020856060087680817,-0.005372840255956473
5,0.1,policy,False,0.027,-0.07349352538585663,-0.01048093433045733,1.9232381582260132,1.5710622085913677,-1.1510937213897705,-1.3470209094838526,0.013660144992172718,0.00014505341272131412,-0.012152310460805893,-0.006998896132362029,-0.030211983248591423,-0.005388808992959397
6,0.12,policy,False,0.027,-0.013493526726961136,-0.014773153475126824,1.9709382057189941,1.5767239664486286,-1.1287014484405518,-1.3469475349652829,0.009462308138608932,0.0002803675265370592,0.044551871716976166,-0.007965133154420666,-0.05711418390274048,-0.005468552924819254
7,0.14,policy,False,0.027,0.04650647193193436,-0.018648817019642928,1.9989795684814453,1.5844826995109826,-1.126245141029358,-1.3468757055479312,-0.008400656282901764,0.0004340345237273295,0.081954725086689,-0.008774512000114665,-0.024394609034061432,-0.0056800870752060795
8,0.16,policy,False,0.027,0.0926990658044815,-0.021471974728052536,1.991392970085144,1.5944765685283147,-1.1561524868011475,-1.34681284115329,-0.023471301421523094,0.0005168523207493732,0.10884693264961243,-0.009270119802446122,-0.029761314392089844,-0.005805986768643661
9,0.18,policy,False,0.027,0.032699067145586014,-0.022751047718378957,1.9442667961120605,1.6066744921900855,-1.189863920211792,-1.3467792601462012,-0.02701321244239807,0.0005017355391063093,0.14279241859912872,-0.00953592618202588,-0.04115515202283859,-0.005884864435747598
