step,time_s,phase,ball_released,gripper_cmd,q1_target,q1_actual,q2_target,q2_actual,q3_target,q3_actual,q4_target,q4_actual,q5_target,q5_actual,q6_target,q6_actual
0,0.0,policy,False,0.027,0.06435983628034592,0.004359834195872988,1.5982420444488525,1.57087832979407,-1.4074060916900635,-1.3474061607590322,-0.056783970445394516,0.0032160268603142364,-0.03960999473929405,-0.0035831295683468743,0.026212168857455254,0.002899792152485669
1,0.02,policy,False,0.027,0.12435983121395111,0.004468579714251132,1.6375677585601807,1.5709602306794241,-1.4616832733154297,-1.3475457735567686,-0.05900273844599724,0.0029739287729404333,-0.0418151319026947,-0.003680174753044908,0.005347190424799919,0.0030033486791859456
2,0.04,policy,False,0.027,0.1843598335981369,0.005086439199441479,1.6753332614898682,1.5718093608067583,-1.5050932168960571,-1.348968241921323,-0.05569321662187576,0.002580354463313421,-0.07123468816280365,-0.0036882212129361078,0.013766437768936157,0.0030525544386689773
3,0.06,policy,False,0.027,0.2443598359823227,0.006819405897565855,1.6384923458099365,1.5745149338168718,-1.51333487033844,-1.353245398057528,-0.058164604008197784,0.002162994341107476,-0.08160999417304993,-0.0036486321368259527,-0.017919328063726425,0.0030756693365861613
4,0.08,policy,False,0.027,0.2458581179380417,0.01021621273294094,1.5904486179351807,1.5790756568443973,-1.4998265504837036,-1.3604853180066563,-0.06718546897172928,0.0017410115561047985,-0.052855994552373886,-0.003670678376223132,-0.002772069536149502,0.0029673725496751355
5,0.1,policy,False,0.027,0.1858581155538559,0.015422775296698133,1.5580496788024902,1.5844302136852944,-1.4884116649627686,-1.369431001806274,-0.09173427522182465,0.0012878514053701554,0.0071440041065216064,-0.0036939341318136826,-0.007167691830545664,0.0028597087678697325
6,0.12,policy,False,0.027,0.1258581131696701,0.021950003428204773,1.5377923250198364,1.5895049784672572,-1.4703928232192993,-1.378760197714701,-0.12759773433208466,0.0007297630451801464,0.0671440064907074,-0.0035397087434480353,-0.010061015374958515,0.0027722648493132703
7,0.14,policy,False,0.027,0.06585811078548431,0.029058911261500342,1.5342128276824951,1.5934785580903734,-1.4520937204360962,-1.3873645872743323,-0.11129944026470184,-0.00019723157418832918,0.125859335064888,-0.0031400875986292436,-0.013326049782335758,0.0026811634560256294
8,0.16,policy,False,0.027,0.005858112126588821,0.036057754222592345,1.554964303970337,1.5958018175962005,-1.440990924835205,-1.3943727292371422,-0.13590407371520996,-0.001078041119760518,0.1587187945842743,-0.0024854909624963195,-0.001983919180929661,0.002572881314264992
9,0.18,policy,False,0.027,-0.05414188653230667,0.04229983295811981,1.5803207159042358,1.5964966852270859,-1.4431589841842651,-1.3998706194940047,-0.07590407133102417,-0.002357529331436686,0.0987187922000885,-0.000714734506034073,0.025642361491918564,0.002523893152210487
10,0.2,policy,False,0.027,-0.11414188146591187,0.04717983967509544,1.6122990846633911,1.596525984940196,-1.453835129737854,-1.4042608821048896,-0.06540343165397644,-0.0032697368949388098,0.06080741435289383,0.0005700657512539186,0.0034257173538208008,0.0026137823065588467
11,0.22,policy,False,0.027,-0.05414188280701637,0.05010694971545523,1.667070746421814,1.5965025375894915,-1.4674086570739746,-1.4081491675302742,-0.0364157110452652,-0.0037501746845222616,0.01574511080980301,0.0010709068507504624,-0.012602115049958229,0.0026758893723875356
12,0.24,policy,False,0.027,0.00585811585187912,0.05119343837536953,1.718590497970581,1.5966861199599895,-1.4754047393798828,-1.4120752537830312,-0.05002879351377487,-0.004040935025752303,0.0065178098157048225,0.0012732974882331918,0.006410866975784302,0.0026191693273729696
13,0.26,policy,False,0.027,0.06585811078548431,0.051357653131692126,1.7378120422363281,1.5976609010257639,-1.473150610923767,-1.416771869558482,-0.03977641463279724,-0.004314898132209264,0.006498740054666996,0.0013460826754975292,-0.010299162939190865,0.002601460187615597
14,0.28,policy,False,0.027,0.1258581131696701,0.05139252510202932,1.7429795265197754,1.599820481495332,-1.4641743898391724,-1.422611626134291,-0.0551353394985199,-0.00456332524532412,0.02083774097263813,0.0013557532221300655,-0.013324798084795475,0.002551657201364201
15,0.3,policy,False,0.027,0.1858581155538559,0.051602402045803505,1.7451584339141846,1.603018931642975,-1.451285719871521,-1.4292823659974057,-0.05564410984516144,-0.004844848371819599,0.04677269235253334,0.0013454557464550225,-0.016227394342422485,0.0024606326608423218
16,0.32,policy,False,0.027,0.2458581179380417,0.052419328290220654,1.7595585584640503,1.6069074512624713,-1.4436089992523193,-1.4362027920333562,-0.06578409671783447,-0.005149237013704339,0.0909956619143486,0.0013718592387374992,-0.017717568203806877,0.0023532139949206865
17,0.34,policy,False,0.027,0.23436588048934937,0.054393375737008476,1.7509769201278687,1.6112680660616001,-1.4446015357971191,-1.442975179420694,-0.07334466278553009,-0.005490343486030922,0.12749582529067993,0.0015456509710700778,-0.013918176293373108,0.002238300051052887
18,0.36,policy,False,0.027,0.17436587810516357,0.05765119453712045,1.7500085830688477,1.6158969887313326,-1.4496164321899414,-1.4492940387342395,-0.09692622721195221,-0.00587860409011594,0.18353398144245148,0.0019160331535562332,0.0016094353049993515,0.002140210158087123
