step,time_s,phase,ball_released,gripper_cmd,q1_target,q1_actual,q2_target,q2_actual,q3_target,q3_actual,q4_target,q4_actual,q5_target,q5_actual,q6_target,q6_actual
0,0.0,policy,False,0.027,0.05665677413344383,-0.0033432242204755615,1.6276094913482666,1.5676095001175923,-1.3733365535736084,-1.3488928455807392,-0.055927127599716187,-0.0031061873217071473,0.06189130246639252,0.0018913027814986645,0.05617211386561394,-0.003827885018156806
1,0.02,policy,False,0.027,0.11665677279233932,-0.003232780347390912,1.6876094341278076,1.5677052505325046,-1.3986842632293701,-1.3489432850557095,-0.00264938548207283,-0.0033141767552279963,0.12189130485057831,0.002080821442818015,0.07676011323928833,-0.0035533899092341226
2,0.04,policy,False,0.027,0.17665676772594452,-0.0026256545488726685,1.7476093769073486,1.5685007151750303,-1.4073834419250488,-1.349736037824821,-0.03362834081053734,-0.0034268733167006457,0.17283403873443604,0.0026484547499418497,0.057192832231521606,-0.0030486460546259608
3,0.06,policy,False,0.027,0.2366567701101303,-0.0009025360478941377,1.7942630052566528,1.5709633987133629,-1.4003863334655762,-1.3530826040877557,-0.03914317116141319,-0.003558490456774843,0.11283403635025024,0.006085861385010248,0.047081224620342255,-0.0025619708824098295
4,0.08,policy,False,0.027,0.216872900724411,0.00249931901642707,1.8013486862182617,1.575590779195802,-1.3745077848434448,-1.3583385103079353,-0.05205346271395683,-0.003765331793133138,0.08730251342058182,0.009092021618092375,0.03172016143798828,-0.0021606652140527182
5,0.1,policy,False,0.027,0.15687289834022522,0.00761778189818637,1.7738019227981567,1.5821757169191975,-1.348706841468811,-1.3644311666099014,-0.07862990349531174,-0.004030836698882925,0.147302508354187,0.009834668859224847,-0.003172650933265686,-0.00184880099190081
6,0.12,policy,False,0.027,0.09687289595603943,0.013862678465060785,1.7408442497253418,1.5898472976686882,-1.3066246509552002,-1.3707015340942235,-0.08580575883388519,-0.00441153153159906,0.2073025107383728,0.010266428545071503,-0.0010194769129157066,-0.001718383945646472
7,0.14,policy,False,0.027,0.036872897297143936,0.02048312928212554,1.729684829711914,1.5973632826952795,-1.2797783613204956,-1.3755481159510798,-0.0911978930234909,-0.0048596480573418754,0.2673025131225586,0.010806268781126014,0.01616271212697029,-0.0016511695338844521
8,0.16,policy,False,0.027,-0.023127101361751556,0.02678690282715925,1.7517613172531128,1.6037993321901587,-1.2775001525878906,-1.3777639346792794,-0.09461367130279541,-0.005333783245979754,0.29678383469581604,0.011891064291312007,0.05112239718437195,-0.0014996253633438037
9,0.18,policy,False,0.027,-0.08312709629535675,0.03214913891912156,1.7385518550872803,1.609231423018002,-1.283024549484253,-1.3781328076842325,-0.07241609692573547,-0.00582942614400188,0.23678383231163025,0.015892840945267956,0.06103627383708954,-0.0011501405415759013
10,0.2,policy,False,0.027,-0.08377322554588318,0.035991294971169145,1.7620190382003784,1.6144258072483377,-1.264350414276123,-1.3781218957283343,-0.03544748201966286,-0.006259402919554695,0.17678382992744446,0.023118813685204496,0.04820268601179123,-0.0006918488782609944
11,0.22,policy,False,0.027,-0.023773226886987686,0.03807650310092747,1.8220189809799194,1.6197797981046436,-1.2729772329330444,-1.3769078913385129,-0.005431056022644043,-0.0065007816425567445,0.11678382754325867,0.028477988017111093,0.04488860443234444,-0.0002745588425042222
12,0.24,policy,False,0.027,0.036226771771907806,0.038799729012572684,1.8820189237594604,1.6259678878104868,-1.2949707508087158,-1.3746655868560158,0.04128202795982361,-0.006543175887769621,0.07253417372703552,0.03000487646615577,0.06388241797685623,9.033451083973466e-05
13,0.26,policy,False,0.027,0.096226766705513,0.038965380086125406,1.9420188665390015,1.634094270422853,-1.3145207166671753,-1.3735435916552434,0.03866466507315636,-0.006338317208022431,0.09608227014541626,0.030355271344533565,0.026888545602560043,0.0005178980491357243
14,0.28,policy,False,0.027,0.1562267690896988,0.03912938546711537,1.9665971994400024,1.6443292190257601,-1.3284144401550293,-1.3735577727662034,0.014276774600148201,-0.0060173723365143685,0.15321041643619537,0.030363856486933318,0.03163020312786102,0.0008445868365552468
15,0.3,policy,False,0.027,0.21622677147388458,0.03973189481343836,1.9469164609909058,1.656723459324222,-1.3226763010025024,-1.374670701197776,0.03077353537082672,-0.0057845663174758205,0.15212945640087128,0.03053487448181999,0.011167708784341812,0.0011157072234391106
16,0.32,policy,False,0.027,0.2716871500015259,0.04129068210098475,1.8869165182113647,1.6710032058300515,-1.2952008247375488,-1.3766080408952743,0.034657079726457596,-0.0055424099797251256,0.16676993668079376,0.03079317173967113,0.019917946308851242,0.0012963180352896502
17,0.34,policy,False,0.027,0.2116871476173401,0.04423492588781684,1.8269165754318237,1.6859559663953387,-1.2847172021865845,-1.3778921245920697,-0.023145515471696854,-0.005253894504401245,0.22676993906497955,0.031017349714121106,0.02400173619389534,0.0014757223412330794
18,0.36,policy,False,0.027,0.1516871452331543,0.048370945244543086,1.7669166326522827,1.7007235012789779,-1.2592201232910156,-1.378079207054393,-0.031002607196569443,-0.00519101985240517,0.16676993668079376,0.031876791752856855,0.0308140367269516,0.0016810089910613648
19,0.38,policy,False,0.027,0.0916871428489685,0.05305781749971106,1.718723177909851,1.7146975170986234,-1.2548251152038574,-1.3767717951185316,-0.012208430096507072,-0.005289662840579575,0.1831933706998825,0.03278549452240411,0.05234594643115997,0.0019136457482724046
20,0.4,policy,False,0.027,0.03168714419007301,0.057695210857376375,1.7175253629684448,1.7269573737414856,-1.2748491764068604,-1.3729499908142933,-0.01453676912933588,-0.005344232467252607,0.19773231446743011,0.03340608463812837,0.08144180476665497,0.002252796119336641
21,0.42,policy,False,0.027,-0.02831285446882248,0.0617395326069656,1.7698557376861572,1.7373930555240884,-1.3002562522888184,-1.3669589134584028,-0.001358664594590664,-0.005375114570402931,0.13773231208324432,0.0345200893741986,0.08283558487892151,0.002763683132921179
22,0.44,policy,False,0.027,-0.08831284940242767,0.06468891662682275,1.8298556804656982,1.7468639430930648,-1.3416608572006226,-1.359871336300452,0.03979635611176491,-0.0053625871590156785,0.080026775598526,0.03552609017823975,0.06052958965301514,0.003336801378095134
23,0.46,policy,False,0.027,-0.02831285074353218,0.06607558697409721,1.8898556232452393,1.756741575134282,-1.3981330394744873,-1.3534793096455109,0.07179582864046097,-0.005171283279990092,0.02002677693963051,0.03614106978713995,0.05473603308200836,0.00379490595418141
